Label,khaiii_text
4,오 직계 촌 영 차장 되 더 넓 직계 고 종 사촌 안 할인 폭 커지 되 고종 직계구 냐 직계 취소 그냥 부인 촌 되 가문 은혜 되 니 술 먹 러 다녀오 잘 모시 돌아오 프로 정도 이렇 되
4,돌아오 하 음 나 려 움 그러 다시 영천 오 되 시간 보 꺼 고민 구치 무궁화 케이텍 순삭 후딱 오
4,파일 확인 잘 확인 의무 기록 특이 사항 없 같 일부 묻어보 잘 이유 물어보 의무 기록 없 다 하 엑스레이 없 확인 불가 확인 발생 그치 사이 사건 발생 어찌 되 발생
4,강사 오 오프라인 다 힘들 그렇 오프라인 하 강제 온라인 수업 하 되 가르치 사람 되 없 그렇 같 온라인 하 같 오프라인 하 의외 수업 연 령 대 대부분 노인 헤매 직접 알리 있 온라인 안
4,타 집 가 반 누 서울 넘멀 면허 따 차 살 다 어어 집 돈 많이 벌 가래 보 집 해결 되 서 울 차 있 정신 차 너무 멋지 수원 진짜 유월 일주일 집 통학 울 집 통학 먼저 집 하 투룸 살아 삶 질 달라지 알 있 삼 사
4,막히 실험 안 하 교수 없 마음 편하 상태 이미 다 있 데이터 가지 쓰 영향 주 흠 저번 미국 가 때 다음 포스터 출력 오 뒷부분 미국 학회 참석 걸 나라 박사 과정 생 박사 후 연구원 교수 발표 강연 듣 포스터 발표 보 옹 옹 박사 연 구 주제 정하 알아내 위하 실험 하 증명 새롭 발견 하 되 멋있 보이 맞 열정 끌어오리 올리 글로벌 박사 양성 사업 사업 목적 국내 대학원 진학 장려 국내 대학원 경쟁력 세계 수준 높이
4,변명 웃기 하 점심시간 주문량 많 조리 늦 되 이러 가게 먼저 전화 어휴 노 답 정 도 이해 되 배달 시스템 문제지 그러 그렇 예상 시간 만들 주의 사항 없 말 진 짜 어이없 거 조치 필요
4,요즘 명상 너무 못 같 명상 요즘 안 하 요즘 계속 바쁘 그렇 명상 홍보 그러 그치 전 계속 좋 홍보 바쁘 하 시간 없 시간 내 하 지
4,하루 못 빼 아마 또 애 이제 시험 끝나 나가 들어가 애 생기 바뀌 있 보 알리 제쯤 알리 있 음 그냥 빼 가 생각 같 하 어 왼쪽 입 이상 너무 치우치 다시
4,흑임자 안 떡보 너무 맛있 허억 존맛탱 아 떡보 이름 떡보 빵 좋아하 오타 진짜 비비빅 아이스크림 이름 떡보야 알 내보 떡 보 줄
4,낼 오 내일 출발 아침 저녁 꺄르르 자랑 헐 러 렁 이쁘 구칭 나오 진 짜 이쁘 고맙 사진 잘 찍 저녁 오 으엉어엉 윙윙 왜 집 융융 이 자 끌 오 홀랭이 그러 안 댕
4,조심히 가융 웅 오빠 조심히 가융 비오 파이팅 비 미치 홀딱 다 젖 융 너무 춥 괜찮 알 마을버스 탑 스응 총총 넘나 힌트 들 여 총총 비 오 고생 많 융 얼른 집 가 안마 자 푹 쉬 나 씻 오 우왕 짱 빠르 스 피디 샤워 시간
4,프레시 향수 지속력 쓰레기 마쟈 향 호평 프렛 향수 나 꽃향기 싫어하 그렇 플로 랄 계열 다 무조건 뺌 별로 안 가리 자몽 프레시 좋 그렇 추 좋
4,자연 과학 재밌 같 과학 머리 쓰 같 자연 머리 맑 느낌 맞 그렇 생각 요즘 학년 애 자연 과 학 배우 려 과목명 바뀌 모르 암튼 자연 더 좋아하
4,호흡기 걱정 집 공청기 쓰 한거 같 미만 새끼 요즘 재채기 늘 도움 안 되 중국 환경 문제 전반 기후 변화 속도 미치 같 남극 말 소름 돋 미치 기사 보 깜짝 놀라 지구 극대노
4,오늘 모 실습 이클립스 같이 진짜 벙쪗 오늘 없 멍 때리 머리 신경 쓰 얼른 파마 해 알 이클 립 스 서버 열 다행 연결 세팅 하 알 같 톰 연결 아 파 치 깔리 잇 같 확인 만 햇으 대리 옆 알리 들 걱정 많이 하 괜찮 하 그리
4,언니 수정 번 보 주 쇼 파일 시범 보이 하 언니 팀 어떻 나누 장애물 이름 어떻 하 어떻 만들 징검다리
4,휴온스 메디케 어 내년 목표 코스닥 상장 추진 휴온스 메디케어 한국 투자증권 상장 주관사 선정 코스닥 시장 상장 위하 기업 공개 절차 돌입 밝히 내년 코스닥 시장 상장 목표 휴온스 메디케어 한국투자 증권 유망 중소기업 대하 상장 경험 설루션 사업 관련 이해 높 주관사 선정 설명 앞 상장 전략 세부 최 대표 말 안 나 오 소독제 소독기 공간 멸균기 만들 회사 국내 유일 오우 오빠 적장 정작 눈 못 드골 익 너무 졸 아직 비몽 사몽 이제 깨 미치 같 왜 이러 수면 검사 받 지금 그렇 치 회사 들어가 어떡하 비타민 디 부족 부족 대 기면증 원래 부족 주 사맞 대 그냥 안 맞 계속
4,언니 보 리 데 웃기 눈물 나오 보 거 낙 인생 낙 유튜브 보 낙 사람 낙 전 한길 선생 성대모 사 보 통화 전 한 길 아까 카페 사장 고준 같 채널이 언니 사람 비 대 데이트 있 진짜
4,어 제 동동주 처음 먹 존맛 탱 이 동동주랑 막걸리 다르 청주랑 탁주 차 벼 어렵
4,빼 물어 향수 등기대 오 고생 그냥 기다리 한참 기다리 그러 더 보 기다리 관련 없
4,기타 거 차 엑스 자 살 튀 나 오 긋 레노 마 커 금방 헤지 그리 질 별로 좋 싸길 기타 가나가 좋 기타 가나 쇼핑몰 이름 후 수영복 브랜드 그렇 좋 걍 무 난응 나 그냥 위 거사 걷 성복 타이트 지 레 노 마 끄 글것징
4,이렇 들어가 리틀 인디언 같 리틀 인디언 걸 가제트 다시 가 제 트 다 없앨 가제트 있 짱 많 지 없애 위하 노력 슬립 가 쉘코드 실행 지 가 제 트 찾 다시 받 되 나 왱 아 하
4,애 물 보 피 씨룸 잡 내내 살 우 좋 생각 컴퓨터 그렇 있 곳 있 피시 룸 인천 있 얘기 듣 우 인천 가능 친구 찬성 기립 박수 치 결성 좋
4,싫 예 니퍼랑 예 니퍼 오랜만 게 로트 너무 금사빠임 싫 개연 없 때 사랑 빠지
4,웅 지원금 신청 맞 햇엔 하 받 신용 체크 보 껄 이음 카드 이음 카드 잘 안 쓰 받 이음 카드 받 이음 카드 잘 안 쓰 용돈 쓰 현금 키 하
4,자 이 마 트 트레이 더스 음식 먹 이마트 음식 다 먹 질리 존 자 쿠키 슈 어때 첨 맛있 내내 먹
4,알 람브라 쩌 노잼 지 알얐 음 감독 이 하 작가 하 엉 설정 쩌 용두사미 안 문 되
4,시간 얼추 맞 럼 웅 엄마 교회 가 차 타 오키 너무 늦 오빠 부탁 끝나 말 금방 끝남 편하 나오 때 연락 교회 가 때 내리 양아치 아미
4,아싸 집 가 이것저것 쳐묵 이미 많이 먹 지금 태권 도지 집 가 빵 치즈스틱 이 콘푸라이트 다 먹 미치 크 배고프 집 오 엄마 김치찌개 하 먹 개 역시 집밥임 고기 있 고기 물어보 오늘 참치
4,옷 주문 곤 언제 시키 짐 시키 매 머머시킹 이것저것 바지랑 티랑 집 있 거 머리 입 잘 생각 너무 얄궂 사 엉 돈 좀 쓸 나오 서 사지 나가 살 안 맞 같 잘 고르
4,지금 놀 피곤 아주 일찍 다 잘 잠들 밤 아까 시간 전 이제 다 놀 집 가 러 하 시내 걷 다니 햄버거 사 먹 괴 테하우스 고 프랑크푸르트 대성당 가 그야말로 돌아다니 영 날씨 꽝이 비 오 그치 흐리 계속 그러 날씨 맑 나오 기분 꽝 형 전화 드리 자주 전화 네
4,하 오 멋지 오유 굿 아방 밥 먹 눕 응 으윽 앉 노트북 하 끼 마 샹구 디 지 오랜만 먹 할머니 집 하 업기 지 시파 혹시 그럼 저녁 미스터 트 꼴 보 싫
4,그다음 날 그러 다음날 아무것 안 하 크 일정 임 금요일 호두마루 미용 맡기 담 또 기회 있 알 습 알바 없 엉 잇 다 직원 뽑 멀리 가 주말 하 하 하 되 콘서트 고정 가 되 빠지 빼주 아닝주말알 주말 빼 눈치 보이 다 평일 다 팬 화요일 콘 목요일 되 특이 주말 안 하 팬 이틀 하루 고 르 콘서트 주말 있 고르 평일 엄마 대리비 다르 하 운전 엉 무섭 무 섭 조심 치 알 라
4,다 이어리 예쁘 데 그러 부농 부 농 웅융 생각 주 안 쓰 팔 아냨 다이어리 이미 있 쓰 팔 금기 그랭 흑흑 그 렇 얼마 주 운 포
4,주문 전화 가마나 쉬 날 다들집 있 집 아직 암흑 엄마 아직 자여 암흑 암흑 슬로건지퍼백포커 종네임 스티커 종아크 릴 키 링 충분 주네 네임 스티커 빼 갖 뽑 하 디자인 귀 찮 기상 힝구건 기엽 미 친놈 월급 준등기 되
4,그렇 불안 돌리 말씀 그냥 정말 정보 전달 구성 안 그냥 구성 안 빨리 드리 하 바 쁘시 님 허 의료 있 오호
4,차 없 너무 불편 갑자기 지 옮기 사 되 세제 안 사 되 엄마 잔뜩 사 왓 엉 섬유 유 연제 사주 시간 땡 마트 못 가 지금 끝나 청년부 예배 끝 가 되 머 울
4,아까 찾아보 배달 프 떡볶이 슈퍼집 떡볶이 강남구청역 있 맵 먹 검색 콜 검색 곱창 무조건 콜 검 색 창 짜글 맞 정확히 게먹 국물 있 좋 웅 오늘 아침 감 기 걸리 들 국물 있 먹
4,최대한 빨리 답 주 바탕화면 논문 파일 있 제목 모르 갑자기 제목 모르 어떻 그냥 네이버 메일 들어가 선생 출 승인서 파일 주 찾 있 논문 제목 똑같 그냥 넣 급하 그냥 달 응응 잘 고맙 한숨 돌리 다시 열 하 에 힝 고맙 살리 돕 움 도움 그렇 그렇 피고 이제 퇴 근함 둥
4,홍미 웃기 아기공룡 둘리 얼굴 초록색 내 영화 주 보 언니 이쁘 이득 함부로 못
4,학교 드라마 엄청 오랜만 옛날 보 때 걸 안 보 안 되 밖 흐르 엄청 예전 중학 때 들 머 기억 왜곡 보 미래 오 소년 쓰
4,지각 오빠 요트 태우 학원 안 가 냐 이익 안 가 학원 돈 못 받 냐 보 주걸 진도 문제지 헉 스 수업 결석 지각 가능 윙윙 마 결석 보 지각 결석 한번 구 래 결석 마음 굳 달 달 프리 웃 그치 달 수업 횟수 프로 채우 되 대 웅 약간 대학교
4,사 오늘 위아래 비 오 비 오 다 망하 월급 받 전 옷 사 가 오 잠옷 사구시 펑 차라리 낫 거의 색 옷 다 있 오빠 결정 월급 받 전 사 가 오 피시 도착 남자 옷 여자 옷 이쁘 니 엄 는 거가태 그러 셔츠 남자 날 셔츠 슬랙 스 정도 다양 막 크롭 티 있 오프숄더 있 뒤 크롭 티 남자 일단 입 더럽 탐팀
4,언니 숍 데 몬 하 보톡스 앰풀 뭦 보톡 스 성분 영 보톡스 성분 있 속 건조 좋 팀 보험 하 아줌마 겨울 건조 팩트 못 쓰 아쿠아 밤 쓰 살 처음 바르 봣 겨울 주변 사람 피부과 묻 사용 장난 얼른
4,다 비 오 장난아 실내 모르 장난 아님 비 오 오늘 버켄스탁이지 발 냄새 주범 너 구 용인 궂 제대로 오 마 미 비 오 비 맞 마시 알 샤워 귀찮 그냥 자 다
4,짐 싸 새집 진짜 부럽 감옥 탈출 너무 설레 집 가 때 설 레 쥐 돈 벌 다 사 엇 맞 어쩐지 돈 계속 없 어이없 만사 지 크 진짜 많
4,내 수술 뒤 검사 받 가 제대로 수술 수술 열흘 뒤 검사 듣 정도 들 가 담 주 일날 가 도착 늘 프랑스 답사 티켓 끊 애 맨 날 그리
4,갈 형 그러 끝 남 무섭 쉽 커피 잔 마시 꿀맛 잘 처먹 다니 맛있 푸딩 니 알 잘 처먹 맞 배 부글거리
4,기타 언니 하 얍스 감사 감사 웅 해 뜨 만 받 키키 잘
4,지 차 오늘 책 시키 정리 받 얇 읽 아주 눈물 쏟 슬픔 진짜 흥미 안 읽 없 진짜 신앙심 좋 자매 동생 자살 모 야 너무 에세 앗 실화 언니 쓰 책 진 짜 어떻 쓰
4,이따가 간식 무 밥 먹 오 길 잔뜩 사 오 그 돼지 먹 가 형 오 주문 기다리 중야 진작 주문 되 곰 방 나오 대 묵음 너 맛잇 머겅 엄청 늦 망 맛나 묵 회식 그냥 오 가 되 어차피 놀 사람 놀 맛나 배부르 먹 잘 이제 또 수고 파이 고맙 이 얼렁 밥 무거 배 들어가 아주 웅 이제 출발
4,고민 있 서비스 보쌈 고기 주 시키 주먹밥 주 시키 주먹밥 묵 보쌈 먹 주먹밥 포기 낫 엉 주먹밥 만 들 먹 후 날치알 이 없 마누 보쌈 더 이득 같 그치 생각 구래 호오 마카롱 오 늘 마카롱 생각나 동네 맛있 없 언니 동네 맛집 거래 크림 치즈 맛 얼 그레이 하 대박 이 맛있
4,눈 돌리 나 보이 전지현이 바라 나 없 때 가능 다르 안 보 벗 벗 프렌드 마음 가 말 되 응 응
4,들어가 전 하 빽다방 들리 왜 함 먹 있 먹 사 주 사갖 갈 다 잘 먹
4,아직 쓰 실화 개노 답 그냥 오판 내 벌써 내 무리 데스 문제점 문피아 벨 내 진짜 오버 내 오판 소설 내 야 오판 로 설 쓰 없 노 답 문장 단위 나누 줄바꿈 엔 터치 방법 아니 괴상 요구 사항 지금 하 하 필요 문장 단위 줄바꿈 시키 도대체 하 가능 감 안 오 도저히 모르
4,그냥 언니 편하 마음 만나 마음 편하 먹 만나 늘 마음으 나가 길 장감이 도 없 소개팅 만남 곱창집 처음 들 처음 게나 분위기 더 서로 집중안 같 말 말 고깃집 가보 말 못 연기 인상 쓰 바쁘 고깃집 고기 굽 정신 없 같 진 짜 고깃집 최악 곱창 다르 옷 냄새 배 똑같 냄새 배규 별 돼지곱창 소 곱창 소 냄새 오지 소 돼 다 냄새 돼지 가 비 수준 소개팅 돼지곱창 더 최악 아니 소 비교 가격 돼지 훨씬 싸
4,음 왜 그렇 골드 필요 보 구 아니 흙 정수 제기 좋 같 그렇 음 다 팔 쟁이 골드 묶이 그렇 음 치킨 시키 먹 청구 구 리
4,숙소 예약 메일 보내놓 나가 확정 맞 더 나가 없 인 원임 오오 오 오 돈 보내주 예 받 못 쓰 저축 돈 공돈 가지 공돈 좋
4,미니 싫 미니 갖 오버 같 흐 음 도전 집 아무것 못 즐기 어차피 나중 청약 청약 되 보장 없 청약 안 되 집 사 하 이론 중고 가격 미니 타 생각 되 다 떠나 현실 생각 미니 탈 형편 힝 타 팔 괜찮 딩 뒤 팔 지 카 풀 되 힝 미니 나중 더 여유 생기 타 구래
4,언니 하 집 알 언니 볶음밥 또 먹 배부름 그 되 많이 볶 벼 볶음밥 안 먹 오 생각나 인분 정도 되 같 별맛 없
4,환승버스 엄청 느리 동안 기다리 오버고 버스 진짜 안 오 열심히 가 조심히 오 천천히 오 괜찮 알 커피 땅 기 검색 안 스벅이 있 보군 스 벅 있 뒈지 가만 안 두 스벅 커피 마실 없 이따 오 도착 전화
4,울 회사 세빛 섬 한강 엉 인공섬 와인 팔 커피 좋 뉴 구하 테 전달 하 얌 이건 가 냐 남자 애 축의금 내 이름 끼 내다르 하 그러 결혼식 당일 밤 다음날 카톡 언니 못 가 스타벅스 기프티콘 텀블러 기프티콘 같 보내 좋 와인 이 원풀 원 직원가 주 겨 선물 딱
4,미리 잡 없 가격 가격 신화 홈페이지 평일 주말 평일 주 금 지나 하 날짜 야 객실 하 여행사 입금 가로 알아보 금요일 토요일 주말 일요일 평일 신화 리조트 서머셋 온돌 스위트 원래 하 가격 위 돈 하 배 원 찾
4,있 곳 저 대박 나인 뽑 하 담요 뽑 바닥 안 내려오 못 가져가 허 무 아깝 전화 인형 뽑 전화 전 화 주 녀 재밌 되 전화 담요 얇 거 아재밋노 뽑히 재밌
4,오늘 무 재밋 뉘 옹옹 오늘 무도 후반부 존 잼 웹 툰 이제 드디어 스토리 회생 가능 만들 가스파 르 엄청나 고생 같 가스 파르 너무 착하 보이 좋 굉장히 더 콰 이 닮 가 스파르 웹 툰 존재미 선천 얼간이 보 보 그 재미 나 웹 툴 스타일 냐 예전 친구 추천 보 이해 빨리 안 서 보 병맛 장르 그 존잼 보 이야기 이어지 되 같 나동 쇼미 더 머니 보
4,진짜 머리 박 이참 병원 가 박 병원 웃곀 진짜 귀 찮 지 금요일 가야 아 나 있 일단 바 데 시 실패 근엄 없 수업 때 수업 때 근엄
4,망하 로마 가 비 많이 오 잇 동안 비 오 날 바티칸 투어 하 그 그렇 하 낫 우중충 비 허허 쉬 잘못 누르 자
4,내일 배움 카드 자비 부담 좀 들어가 홀 얼마 정도 본 같 퍼 세 정두래 멀 소리 잘 모르 상담 때 물 보 청년 취성 패 옹옹 넘어가 살짝 부담 쓰 놓
4,사냥 돌리 습지 안 보이 방 꽉 차 방 안 보이 원래 웅 습지 사냥 풀 파티 라 안 보이 하 사냥 돌리 곳 없 큰일 이 파티 나가 사냥 파티 만들 방 만들
4,이번 주 끝나 일요일 상관없 때 이번 일요일 하 아쿠아리움 맞 윙윙 아 쿠아쿠
4,왓 챠 언제 하 이제 슬 해 밤새 우 오늘 챠 오늘 하 오늘 밤새 하 필요 씻 오 머리 말리 할 겡
4,전화 안 받 문제임 인정 클리 쿨 클리어 과 연락 잘 되 개빡 이 군 컴활 지역 잡 기사 들어가 전날 집 오 시험 보 언니 정말 오늘 운전 갈 지 싸 의자 바퀴 충전기 선 걸리 폰 떨어지 오 확인 밑 가 깨지 허 다행히 필름 때 확인 필름 깨지 액정 안 깨지
4,볼 흘러내리 볼 무겁 보 곧 아빠 오 가 톤 보 다 먹 전 제조 허 고인 물 안 상관없 짜증 남 콘도 별로 더만 안 사 콘 월드콘 과자 부분 그때 오빠 먹
4,시 트콤 밤 식은땀 흑흑흑 요새 다 복원 나 금요일 사내 웹진 팀 취재 오 겁 호르디 후배 쓸데없 응모 인터 검색 같 실수 저지르 인간 많 보이 복원 영업 글 많 그나마 안심 사내 웹진 뭘 취재 전 잡지 실리 때 팀 원 해시태 달 소개 보 후배 피자 눈 멀 응모 취재 요청 오 나오 보이 피자 맛있 먹
4,언니 도착 되 몸 너무 쓰 너무 배고프 밥 먹 그럼 앞 수제 맥주 맛나 잇 오 웅 맥주 좋 안주 팔 다 소 살 있 사구 있 언니 도착시간 맞추 치킨 주 생활 맥주 언니 알 아알 가 럼 머 당기 있 머 고깃집 잇 같 고기 먹 사실 치킨 닭 가슴살 그다지 찾아먹 맥주 넘땡기 하 보 머 있
4,볶음밥 군 어제 남 스파게티 소스 빵 요즘 밥 고생 그르 어 결혼 랑 결혼 결혼 밥 어머니 근처 살 되 치 얻 먹 밥 하 대 굿 나가 밥 또 먹 제대로 말 엄마 밥 먹 엄마밥 밥 청소 애 보 살 돈 벌 맛 저녁 하 밥 하 때 벌 청소 때 네 벌
4,오빠 다음 달 사역 진짜 안 가 그냥 민폐 생각 들 민폐 절대 오빠 괜찮 하 교통 걱정 없 오 가 하 그냥 모르 사람 가 찬양 부르 웃기 알 사람 조금 모르 사람 더 많 장사 부담 어쩌 없 그냥 아쉽 마음 더 물어봤 어려움 장사 보 더 짜증 남 하 못 때 짜증 나 아쉽 언제 하 보 그러 이제 못 있
4,간사 오늘 오후 하 교제 쉬 좋 일과 사람 하 너무 좋 어제 간사 네 공지 오전 쉬 하 오전 이야기 했 있 지금 일과 하 쉬 하 되 하 일 하 알 리더 이따 짐깐 보 합 니 공지
4,데님 동아리 혼자 가 어떻 생각 적응 못 괜찮 으 안 들가 같 마케팅 동아리 중앙 동아리 있 마구 행사 같 연출 계획 고이 짱 오오 좋 선거 좋
4,언니 언니 낫 재환 맘 기 리파인 와플 인뎈 재환이 괜히 커피 나누 하 주 스티 커이 후 못 가 한 남 붙이 장염 괜찮 괜찮 같 너무 안 나오 약 먹 아예 안 나오 걱정 잌 장염 넘나 고통 배 잘 다스리 곧 만나 쟝 네
4,스레 드 리퍼 살 사람 다수 리니지 같 에뮬 돌리 사 위 스트리머 상위 권애 일 껄 아까 보이 로아 현질 돈 없 라면 먹 엄살 모드 장난 이 그러 멘트 치 수금 후원 받 오짐 피지컬 안 돈 누르 철구 돈 풀 오늘 수료 하 드 군대 가 수료 벌써 벌써 나오 상근 공익 아 닝 너 상근
4,흠 모험 환불 더 새롭 디자인 입 하 팔 찌 조 백화점 여름 가끔 하 막 세일 팔 찌 삭 잘 안 하 꺼 주 환불 스트레스 받 보 군 환불 그냥 하 고민 마난 가 더 귀 찮
4,항상 기대 몸 가볍 요 자세 좀 더 월 그리 지금 그냥 팔짚 버티 힘들 손바닥 손목 아프 아침 일어나 얼른 몸무게 줄이 요 편하 하
4,신 스킨 아직 안 나오 모델링 저렇 나오 검색 에코 신 스 키 먼가 징그 조류 시 시 까치 애쉬 호랑이 밥 진짜 싫어하 조류 애쉬 이상 호랑이 가 마 밥 다 나그 애쉬 머
4,끌리 장난 머네 세상 지도 검색 해밧낭 시내버스 가 있 먼가 보 역시 기차 타 되 부산 기차 시 버스
4,예전 미용사 실장 물어보 두피 증상 너무 잘 알 하 되 하 중성 약산 샴푸 쓰 되 머리 기름 지 너무 세정력 좋 기름 싹 없애 가 그렇 평소 지성 러 체질 한순간 바뀌 거래 샴푸 다시 바 꾸래 비듬 전용 샴푸 쓰 하 타고나 사람 위하 지 환경 갑자기 그러 사람 안 맞 아 그렇 두피 어리 때 계속 건조 두피 여름 나 얼굴 피부 겨울 요즘 건조주의보 뜨 진짜 머리 바 스 락바스락 죽 그러 레브론 샴푸 약산 바꾸 낫 거래 나 원래 기름 많 샴푸 쓰 컨디셔 하 두피 오일 하 어떻 하 타고나 건성 아냐 언제 바뀌
4,많 그렇 음 맞 주꾸미 집 거 괜찮 선부 승 완전 승 선부 맛집 너무 많 해물탕 집 해물 찜 도전 넣 하 담 버스 가장 당기
4,내 채 공 알 밤 처녀 공 되 성공수당 안 개 슬프 같 하 안 그러 돈 많이 주 가 때 존 하 금 따 여기 사 배우 있 송짇히 물경 력 지 워 라밸 대신 용돈 맣 이 주 병행 조 곳 같 긍정 이직 병행
4,오빠 고르 나 잘 모르 도우 고 르 피자 고르 스파게티 도우 기본 피자 콤비네이션 스파게티 시푸 드 슈퍼 콤비네이션 알 유 넵
4,지금 시청 가 시청 배음 카드 만들르 가 시청 와 따 아이 따 신청 마이 연 신청 나중 보 알따
4,춤 추 좋 알 좋 하 이미 추 있 둠칫둠칫 정도 하 영상 찍 영상 남 기자 추억 엉덩이 빼 되 소다 알 알 엉덩이 기 막히 빼
4,코스트코 갈래 엄마 새우 사 달래 크 새우 먹 가 살래 그치그치 가 알 주말 찌 먹 오 오 버터 가 릭 해먹 레 저 레 시 피 미치
4,충격 속보 나비 아침 집 앞 기다리 알리 빌라 살 아침 출근길 주인집 차 아래 기다리 나비 발견 무사 도착 이렇 말 미치 진 짴 오 기지개 켜 일어나 무섭 나비 귀엽 사망 처음 말 새옹 쉬 목소리 엿엌 밥 주 나오 혹시나 나오 때 아예 들 내려 왓 잘 밥 구석 주 옹 여보 차 오른쪽 뒷바퀴 옆
4,금요일 박찬열 생파 티켓팅 파래 컴백 전날 생파 디지 전날 컴백 일 생 파래 웅 나 어차피 안 가 친구 도와줘 금요일 티켓팅 금요일 티켓팅 떠벌이 낫
4,오늘 날씨 좋 미세먼 지 쿨룩쿨룩 쿨럭쿨럭 언제쯤 날씨 좋 지 요즘 괜찮 같 후 동네 어제 강남 가 때 강남 미세 미세 저녁 완전 최악 나오 오빠네 동네 오 좋 역시 자연 있 거르 보 먼지 오빠 집 뒤 산책 코스 같 산 있 그렇 기분 미 세 넘기 언니 삼실 코로 걸리 사람 있 나오 사람 접촉자 대면 하 밀첩 접촉자 접촉 접 족자 검사 결과 나오 기다리 시 다행 음성 나오 연락 오
4,애 거찍제 잠수복 입 는거 재밌 한라산 등반 꿈 눈 오 한라산 이번 가 있 가 여행 가 보 없 여행 가 허 얌 한라산 설산 가 꿈
4,광고 자리 잘리 허거각 뮤즈 광고 샤넬 아씨 미치 마릴린
4,오빠 오빠 오빠네 주식 오르 오 오 집 가 확인 그냥 때 자꾸 들어가 보 회사 앞자리 바뀌 주식 잘 모르 계속 오르 확인 하 잊 살 주식 처음 해 자꾸 신경 쓰이 동안 어떻 하 재테크 못 쏘
4,레이블 어떻 하 포인트 더블 클릭 웅 레이블 하 되 델타 나 저렇 내 그냥 하 꺾 선 하 그냥 쓰 잇 얼 면 때 하 맞 걸리
4,개 웃기 그렇 때 젤 꿀 이 마쥬 다시 수정 히 니 통과 찌 오 우 예 축하 보 슬슬 쓰 되 담쥬면 끝 보 고서 쓰 많이 쓰 출근부 내 되 핵 귀 찮 오마이갓 점심 먹 날 일요일 도쿄 가 주말 얘기 가 전날 잠깐 보 재미 놀 오 돈 조금 줄 이러기 알 괜찮
4,오늘 종교 공부 기독교 종교 공부 힘들 종교 개혁 사랑 다르 거 다르 완전
4,층 내 륫 멈추 끌 응 나타 다 점심 전 매 미 가주 계신가 여 여 비 오 바람 부 국물 마시 지곰 가능 시 이 잇숩 니 당 지금 캬캬 지금 가 주 요 고고 엘베 타구 내료 께 옙
